date,prec,tmin,tmax,tmed
2011-03-07,0,0.339,8.36,3.80875
2011-03-08,10.2,0.916,10.02,5.948951388888889
2011-03-09,18.8,1.968,4.531,3.6237222222222223
2011-03-10,2.4000000000000004,2.837,6.395,3.981798611111111
2011-03-11,8.4,2.941,5.447,3.7755069444444445
2011-03-12,8.8,1.517,9.15,4.36975
2011-03-13,0,1.764,8.73,4.468993055555556
2011-03-14,8,0.679,7.685,3.5633125
2011-03-15,2.3000000000000003,-0.638,8.49,2.969034722222222
2011-03-16,0.1,1.265,8.86,3.7574375
2011-03-17,0,0.78,10.18,4.8030486111111115
2011-03-18,0,1.662,10.98,5.973048611111111
2011-03-19,0,2.918,14.47,8.854416666666667
2011-03-20,0,3.053,14.17,8.326465277777778
2011-03-21,0,-0.306,8.22,3.611388888888889
2011-03-22,0,-0.034,6.558,2.3150902777777778
2011-03-23,6.8,0.916,9.57,4.578041666666667
2011-03-24,3,3.522,10.66,6.450111111111111
2011-03-25,0,3.461,12.14,7.138083333333333
2011-03-26,0,3.8,13.83,8.646625
2011-03-27,0,6.092,12.98,8.777347222222222
2011-03-28,0.1,4.158,13.02,9.4436875
2011-03-29,0,3.393,11.86,7.913166666666666
2011-03-30,0,3.359,14.24,8.81082638888889
2011-03-31,0,4.444,14.64,9.5524375
2011-04-01,0,6.032,16.74,11.8720625
2011-04-02,0,9.52,20.13,15.563055555555556
2011-04-03,1.7000000000000002,7.21,15.78,10.44854861111111
2011-04-04,0,6.467,15.73,11.336201388888888
2011-04-05,0,12.46,16.82,14.544097222222222
2011-04-06,0.1,13.41,19.63,16.340069444444445
2011-04-07,0,14.29,20.44,17.056944444444444
2011-04-08,0,11.81,23.58,17.665972222222223
2011-04-09,0,13.31,22.7,17.648541666666667
2011-04-10,0,10.77,19.97,15.37625
2011-04-11,0,5.116,15.72,10.327479166666667
2011-04-12,0,4.411,12.66,8.560180555555556
2011-04-13,0,7.055,17.15,12.172395833333333
2011-04-14,0,9.79,21.29,15.952152777777778
2011-04-15,0,5.278,18.68,13.451569444444445
2011-04-16,0,4.435,14.14,9.067944444444445
2011-04-17,0,5.191,13.97,9.399319444444444
2011-04-18,0.1,5.888,14.76,10.461409722222223
2011-04-19,0.6000000000000001,5.447,11.88,8.9151875
2011-04-20,0,6.601,13.76,10.060027777777778
2011-04-21,17.1,2.744,11.41,7.122694444444445
2011-04-22,10.2,0.271,4.377,2.5250208333333335
2011-04-23,2.7,2.543,8.36,4.993305555555556
2011-04-24,12.4,2.171,7.584,4.6075625
2011-04-25,8.5,2.884,9.31,5.4768888888888885
2011-04-26,6.9,3.63,11.54,7.051055555555555
2011-04-27,0,5.36,14.31,9.1485
2011-04-28,0,5.327,15.97,10.468736111111111
2011-04-29,36.9,3.222,9.45,4.8636875
2011-04-30,4,3.461,8.32,5.067486111111111
2011-05-01,2,3.867,11.85,7.7036597222222225
2011-05-02,22.8,4.375,9.61,6.1638125
2011-05-03,1,4.443,12.79,9.113791666666666
2011-05-04,0,6.736,16.71,10.5220625
2011-05-05,0,5.903,15.02,10.715430555555555
2011-05-06,0.1,9.04,18.75,14.418819444444445
2011-05-07,5.8,4.897,14.02,8.909645833333334
2011-05-08,0,3.868,17.63,11.565569444444444
2011-05-09,0,9.82,18.54,13.656458333333333
2011-05-10,0,9.79,18.85,14.287916666666666
2011-05-11,0,10.09,18.88,14.557847222222222
2011-05-12,0.1,10.32,14.15,12.483157894736841
2011-05-13,0,12.46,19.25,15.485566037735849
2011-05-14,0,10.97,21.01,15.855208333333334
2011-05-15,0,8.5,17.94,13.437152777777778
2011-05-16,0,7.617,14.96,11.359465277777778
2011-05-17,0,8.7,15.36,11.487777777777778
2011-05-18,17.6,7.55,13.54,9.860409722222222
2011-05-19,13.700000000000001,5.624,8.86,7.389111111111111
2011-05-20,1.5,5.557,11.27,8.116347222222222
2011-05-21,0,5.496,14.04,9.685180555555556
2011-05-22,0,6.508,15.93,11.299631944444444
2011-05-23,0,7.185,16.47,11.90498611111111
2011-05-24,0,10.57,18.24,14.560902777777779
2011-05-25,0,10.91,18.85,15.048333333333334
2011-05-26,0.4,10.4,19.08,13.626944444444444
2011-05-27,0.1,9.65,18.44,13.903402777777778
2011-05-28,0,10.6,19.59,15.400833333333333
2011-05-29,0,11.78,19.73,15.428611111111111
2011-05-30,0,7.117,17.5,12.382895833333333
2011-05-31,0,6.175,14.9,11.047194444444445
2011-06-01,1.9,7.083,14.99,10.890902777777777
2011-06-02,1.9000000000000001,7.007,9.92,8.580895104895106
2011-06-03,0.5,6.329,10.19,8.086055555555555
2011-06-04,0.2,4.03,13.17,8.54375
2011-06-05,0,5.835,14.27,10.302097222222223
2011-06-06,0.1,7.111,15.05,10.904590277777778
2011-06-07,7.5,4.986,12.83,8.553451388888888
2011-06-08,0,4.784,15.63,10.105284722222223
2011-06-09,0,6.209,17.63,12.494784722222223
2011-06-10,0,9.42,18.07,13.413958333333333
2011-06-11,0,8.97,18.03,12.974097222222222
2011-06-12,0,10.94,20.3,15.576458333333333
2011-06-13,0,11.52,23.75,17.747569444444444
2011-06-14,0,11.96,22.1,17.175555555555555
2011-06-15,0,12.06,23.04,17.61340277777778
2011-06-16,0,12.93,24.26,19.058055555555555
2011-06-17,0,14.29,24.7,20.21763888888889
2011-06-18,0,17,26.26,20.69763888888889
2011-06-19,0,13.24,23.15,18.215972222222224
2011-06-20,0,14.39,23.66,18.619444444444444
2011-06-21,0,14.66,25.35,19.715972222222224
2011-06-22,0,14.15,24.89,20.014583333333334
2011-06-23,0,14.87,24.58,19.637916666666666
2011-06-24,0,13.58,24.11,19.558541666666667
2011-06-25,0,16.73,24.55,20.67673611111111
2011-06-26,0,15.04,24.46,20.097708333333333
2011-06-27,0,15.88,26.51,21.45895833333333
2011-06-28,0,18.26,27.36,23.172430555555554
2011-06-29,0,18.56,28.14,23.373055555555556
2011-06-30,0,18.09,28.31,23.125555555555554
2011-07-01,0,17.16,27.64,22.401180555555555
2011-07-02,0,16.87,27.09,22.327222222222222
2011-07-03,0,12.12,24.38,19.53097222222222
2011-07-04,0,9.56,21.57,16.178125
2011-07-05,0,12.3,23.43,18.238819444444445
2011-07-06,0,13.65,26.34,21.08361111111111
2011-07-07,0,19.1,24.99,21.639375
2011-07-08,0,15.48,26.15,20.987986111111113
2011-07-09,0,16.66,26.75,21.31597222222222
2011-07-10,0,15.78,27.53,21.732291666666665
2011-07-11,0,17.24,27.6,22.69
2011-07-12,0,18.39,25.3,22.071041666666666
2011-07-13,0,12.31,22.42,17.807152777777777
2011-07-14,0,11.39,20.25,15.727986111111111
2011-07-15,0,12.37,22.32,16.43138888888889
2011-07-16,0,13.35,24.45,18.671666666666667
2011-07-17,0,14.19,25.84,21.051458333333333
2011-07-18,0,11.32,21.26,17.115833333333335
2011-07-19,0,12.07,23.43,17.520833333333332
2011-07-20,0,12.97,22.42,17.36923611111111
2011-07-21,0,12.87,26.71,19.311805555555555
2011-07-22,0,12.5,20.86,16.679305555555555
2011-07-23,0,12.03,22.65,17.163541666666667
2011-07-24,0,11.05,23.43,17.381666666666668
2011-07-25,0,12.17,23.2,17.890555555555554
2011-07-26,0,13.28,24.42,19.09375
2011-07-27,0,13.98,25.53,20.475347222222222
2011-07-28,0,13.48,24.75,18.31013888888889
2011-07-29,0,14.63,26.08,20.687361111111112
2011-07-30,0,14.93,24.96,20.420347222222222
2011-07-31,0,14.6,25.06,19.684652777777778
2011-08-01,0,14.36,26.28,19.188125
2011-08-02,0,13.04,24.18,18.221041666666668
2011-08-03,0,12.95,26.08,19.225833333333334
2011-08-04,0,14.03,24.59,19.121388888888887
2011-08-05,0,15.95,25.43,20.229930555555555
2011-08-06,0,15.68,26.35,20.848680555555557
2011-08-07,0,16.46,28.48,23.34
2011-08-08,0,16.73,28.65,24.182986111111113
2011-08-09,0,15.75,24.89,20.27784722222222
2011-08-10,0,15.61,23.37,19.001081081081082
2011-08-11,0,15.27,25.37,20.607430555555556
2011-08-12,0,15.68,25.77,21.002083333333335
2011-08-13,0,13.53,24.79,18.505972222222223
2011-08-14,0,13.66,26.59,20.566041666666667
2011-08-15,0,16.09,27.43,21.965902777777778
2011-08-16,0,16.36,26.96,21.642291666666665
2011-08-17,0,17.31,28.34,22.26763888888889
2011-08-18,0,17.31,28.99,22.833986013986014
2011-08-19,0,18.05,28.45,22.75034722222222
2011-08-20,0,21.24,29.09,24.417361111111113
2011-08-21,0,19.17,28.21,23.643402777777776
2011-08-22,0,14.68,25.84,20.183194444444446
2011-08-23,0,14.31,26.96,20.154097222222223
2011-08-24,0,16.77,27.54,21.83770833333333
2011-08-25,0,16.6,25.98,21.22361111111111
2011-08-26,0,14.66,27.3,20.751666666666665
2011-08-27,0,12.44,23.3,17.777708333333333
2011-08-28,0,14.12,23.98,18.598194444444445
2011-08-29,0,14.24,25.13,19.615
2011-08-30,0,12.78,23.91,18.618472222222223
2011-08-31,0,13.53,23.3,17.84048611111111
2011-09-01,0,11.8,22.11,16.767152777777778
2011-09-02,0,8.98,15.95,11.7425
2011-09-03,0,5.157,17.24,11.534104166666667
2011-09-04,0,8.31,20.21,14.26951388888889
2011-09-05,0,10.2,21.98,15.778541666666667
2011-09-06,0,12.17,21.5,16.727430555555557
2011-09-07,0,12.54,22.93,17.184375
2011-09-08,0,12.17,23.47,17.556319444444444
2011-09-09,0,12.58,24.28,18.465625
2011-09-10,0,13.18,25.16,18.586597222222224
2011-09-11,0,12.98,26.18,18.991041666666668
2011-09-12,0,14.12,24.08,18.61451388888889
2011-09-13,0,12.64,23.13,17.178472222222222
2011-09-14,0,12.41,22.86,17.094166666666666
2011-09-15,0,12.2,21.71,16.960763888888888
2011-09-16,0,12.34,26.69,18.95340277777778
2011-09-17,0,12.78,25.84,20.39138888888889
2011-09-18,0,13.17,26.08,21.211875
2011-09-19,0,8.95,16.77,12.878263888888888
2011-09-20,0,9.66,22.45,16.13548611111111
2011-09-21,0,12.31,22.96,16.772083333333335
2011-09-22,0,9.8,21.03,15.280347222222222
2011-09-23,0,6.819,18.59,11.946930555555555
2011-09-24,0,5.53,17.7,12.286743055555556
2011-09-25,0,10,19.64,14.38111111111111
2011-09-26,0,9.97,20.21,14.532430555555555
2011-09-27,0,8.64,18.93,13.378263888888888
2011-09-28,0,10.41,19.03,14.053333333333333
2011-09-29,0,10.2,19.26,13.495416666666667
2011-09-30,0,9.05,17.71,12.487152777777778
2011-10-01,0,8.54,18.45,12.892430555555556
2011-10-02,0,9.42,18.52,13.295
2011-10-03,0,7.968,18.35,12.345333333333333
2011-10-04,0,8.98,19.94,13.948680555555555
2011-10-05,0,9.39,19.06,13.72048611111111
2011-10-06,0,8.85,21.4,14.476805555555556
2011-10-07,0,10.34,22.38,15.867430555555556
2011-10-08,0,5.869,15.92,9.805180555555555
2011-10-09,0,4.716,17.67,11.145784722222222
2011-10-10,0,8.58,19.74,14.220208333333334
2011-10-11,0,8.44,22.04,15.012777777777778
2011-10-12,0,11.15,21.6,15.479166666666666
2011-10-13,0,11.09,22.18,16.084652777777777
2011-10-14,0,10,22.66,15.627222222222223
2011-10-15,0,6.921,15.48,10.819930555555555
2011-10-16,0,5.123,14.73,9.133506944444445
2011-10-17,0,4.309,11.82,7.8917222222222225
2011-10-18,0,4.105,14.59,8.672847222222222
2011-10-19,0,4.648,16.45,9.718604166666667
2011-10-20,0,6.102,16.86,10.6755
2011-10-21,0,5.055,16.15,9.554013888888889
2011-10-22,0,4.852,9.65,7.776381944444444
2011-10-23,0,4.173,14.56,8.943270833333333
2011-10-24,0,3.562,7.658,6.450083333333334
2011-10-25,0,3.528,12.7,7.716125
2011-10-26,0,1.608,11.81,6.686333333333334
2011-10-27,0,4.58,10.15,6.741909722222222
2011-10-28,0,3.02,12.63,6.047513888888889
2011-10-29,0,3.327,14.65,8.576256944444445
2011-10-30,0,5.598,13.75,8.682354166666666
2011-10-31,0,5.021,13.51,8.088277777777778
2011-11-01,0,5.666,15.06,9.4995
2011-11-02,0,6.31,13.98,9.573729166666666
2011-11-03,0,5.828,8.7,7.567215277777778
2011-11-04,0,1.221,6.201,3.380361111111111
2011-11-05,0,1.467,8.23,3.4387986111111113
2011-11-06,0,2.016,12.36,5.66275
2011-11-07,0,0.992,8.97,4.400090277777778
2011-11-08,0,1.639,12.05,6.3158055555555555
2011-11-09,0,2.755,13.47,7.644951388888889
2011-11-10,0,5.869,16.21,10.334513888888889
2011-11-11,0,7.091,17.16,10.995854166666668
2011-11-12,0,8.54,16.42,11.889722222222222
2011-11-13,0,7.628,15.03,11.028381944444444
2011-11-14,0,3.596,14.39,8.981208333333333
2011-11-15,0,0.998,9.78,5.334194444444444
2011-11-16,0,0.183,9.34,3.485423611111111
2011-11-17,0,0.251,9,4.321083333333333
2011-11-18,0,2.207,8.63,4.829104166666666
2011-11-19,0,1.764,8.3,4.606597222222223
2011-11-20,0,2.205,6.939,4.235798611111111
2011-11-21,0,1.703,11.1,5.218506944444444
2011-11-22,0,1.459,10.03,4.664923611111111
2011-11-23,0,-0.088,7.948,4.012159722222222
2011-11-24,0,2.884,9.68,5.397916666666666
2011-11-25,0,2.042,11.54,5.542125
2011-11-26,0,1.064,10.46,5.252875
2011-11-27,0,-0.224,9.51,3.811861111111111
2011-11-28,0,-0.02,10.8,4.372138888888889
2011-11-29,0,1.201,10.59,4.995256944444445
2011-11-30,0,2.043,9.3,4.925652777777778
2011-12-01,0,1.201,9.61,4.3512152777777775
2011-12-02,0,-3.611,11.75,4.735215277777778
2011-12-03,0,-3.511,5.176,1.0586041666666666
2011-12-04,0,-0.027,10.4,4.926638888888889
2011-12-05,0,3.325,14.08,8.069722222222222
2011-12-06,0,2.892,11.48,6.7935694444444445
2011-12-07,0,3.868,17.86,9.394875
2011-12-08,0,5.157,13.97,9.252298611111112
2011-12-09,0,5.666,15.88,10.123409722222222
2011-12-10,0,4.572,13.78,9.578
2011-12-11,0,0.014,8.53,4.094888888888889
2011-12-12,0,-0.19,11.48,4.695222222222222
2011-12-13,0,6.008,15.6,11.534465277777779
2011-12-14,0,3.528,12.9,8.945979166666667
2011-12-15,0,2.483,11.2,6.470215277777778
2011-12-16,0,3.969,15.6,11.646694444444444
2011-12-17,0,-1.48,13.48,6.306472222222222
2011-12-18,0,-2.825,6.125,0.49311805555555555
2011-12-19,0,-4.45,4.163,-0.53375
2011-12-20,0,-0.597,11,5.228097222222222
2011-12-21,0,4.987,15.59,9.742083333333333
2011-12-22,0,8.03,18.09,12.291041666666667
2011-12-23,0,7.023,15.77,10.920868055555555
2011-12-24,0,2.046,12.7,7.154826388888889
2011-12-25,0,-1.168,5.65,2.8076527777777778
2011-12-26,0,-1.186,4.657,2.217798611111111
2011-12-27,0,-2.524,6.935,1.3841180555555554
2011-12-28,0,-3.166,6.464,1.539048611111111
2011-12-29,0,-0.801,6.939,2.1329861111111112
2011-12-30,0,-2.757,8.76,3.1211458333333333
2011-12-31,0,4.784,14.98,9.1739375
2012-01-01,0,5.191,14.12,9.259895833333333
2012-01-02,0,2.952,14.39,8.490965277777777
2012-01-03,0,1.773,14.65,7.558118055555555
2012-01-04,0,4.512,16.95,10.035361111111111
2012-01-05,0,5.869,18.03,12.103833333333334
2012-01-06,0,5.598,17.65,12.138090277777778
2012-01-07,0,3.359,10.53,6.7507222222222225
2012-01-08,0,2.213,13.41,7.224951388888889
2012-01-09,0,2.893,11.54,6.218013888888889
2012-01-10,0,2.012,8.97,4.896847222222222
2012-01-11,0,1.473,8.84,4.588506944444444
2012-01-12,0,1.269,8.58,4.766472222222222
2012-01-13,0,2.273,8.93,4.973826388888889
2012-01-14,0,-1.1,7.154,3.5254375
2012-01-15,0,-2.049,6.769,1.5747499999999999
2012-01-16,0,-4.087,0.958,-1.5441319444444443
2012-01-17,0,-2.695,5.99,1.1461666666666668
2012-01-18,0,-2.186,7.109,0.9477083333333334
2012-01-19,0,-3.606,4.233,0.08152083333333333
2012-01-20,0,-0.023,10.56,4.325430555555555
2012-01-21,0,-0.224,8.69,3.5327361111111113
2012-01-22,0,0.048,9.03,3.9173194444444444
2012-01-23,0,0.624,10.53,4.889708333333333
2012-01-24,0,1.262,8.25,4.109736111111111
2012-01-25,0,-0.36,8.83,3.245576388888889
2012-01-26,0,-0.665,8.76,2.8501527777777778
2012-01-27,0,-1.855,3.459,0.16840972222222222
2012-01-28,0,-2.866,6.138,0.23304166666666667
2012-01-29,0,-3.436,5.994,-0.13774305555555558
2012-01-30,0,-4.459,3.929,-0.15927083333333333
2012-01-31,0,-1.102,8.73,4.272625
2012-02-01,0,2.376,10.32,6.327083333333333
2012-02-02,0,-7.47,5.089,0.5013611111111111
2012-02-03,0,-9.23,0.406,-5.158645833333333
2012-02-04,0,-8.79,-0.771,-5.362479166666667
2012-02-05,0,-7.844,5.481,-1.1591319444444443
2012-02-06,0,-1.514,8.46,3.5611319444444445
2012-02-07,0,-2.392,7.882,3.267361111111111
2012-02-08,0,-8.29,0.014,-4.024805555555556
2012-02-09,0,-7.708,1.92,-3.597611111111111
2012-02-10,0,-4.827,5.372,-0.6775902777777778
2012-02-11,0,-6.621,4.288,-0.9479583333333333
2012-02-12,0,-9.43,1.107,-4.923659722222222
2012-02-13,0,-9.6,1.142,-4.646743055555556
2012-02-14,0,-5.637,3.581,-1.23625
2012-02-15,0,-4.596,2.07,-1.8273055555555555
2012-02-16,0,-3.912,4.514,-0.7595555555555555
2012-02-17,0,-5.207,1.523,-1.791
2012-02-18,0,-3.815,9.03,2.1735694444444444
2012-02-19,0,-1.379,7.338,3.110847222222222
2012-02-20,0,-1.96,6.6,1.1620694444444444
2012-02-21,0,-4.792,3.562,-1.2111527777777777
2012-02-22,0,-4.557,4.056,-0.8295416666666667
2012-02-23,0,-2.458,6.694,1.8307291666666667
2012-02-24,0,-0.903,8.35,3.326159722222222
2012-02-25,0,-1.745,9.23,3.611902777777778
2012-02-26,0,1.13,12.71,6.284090277777778
2012-02-27,0,3.834,12.79,7.659777777777777
2012-02-28,0,2.448,10.42,5.705319444444444
2012-02-29,0,1.501,11.8,5.479388888888889
2012-03-01,0,0.78,10.32,5.1376875
2012-03-02,0,-0.977,3.257,0.7402777777777778
2012-03-03,0,-1.039,8.43,3.163576388888889
2012-03-04,0,1.296,11.67,6.641319444444444
2012-03-05,0,0.584,8.9,4.819395833333333
2012-03-06,0,-0.297,8.29,3.5965694444444445
2012-03-07,0,-2.994,5.65,0.6682291666666667
2012-03-08,0,1.061,12.59,6.346375
2012-03-09,0,-1.181,4.995,1.126763888888889
2012-03-10,0,-1.787,2.545,0.22358333333333333
2012-03-11,0,-0.291,9.37,3.6771041666666666
2012-03-12,0,0.724,11.26,6.104111111111111
2012-03-13,0,4.071,12.75,8.006840277777778
2012-03-14,0,5.598,14.28,9.65904861111111
2012-03-15,0,5.055,13.63,9.059055555555556
2012-03-16,0,3.019,11.54,7.726006944444444
2012-03-17,0,2.612,13.02,8.152625
2012-03-18,0,1.805,13.9,7.873729166666666
2012-03-19,0,-0.156,8.97,3.1768958333333335
2012-03-20,0,-2.125,4.705,0.3564791666666667
2012-03-21,0,-4.013,6.736,0.47068055555555555
2012-03-22,0,-2.727,10.45,4.169979166666667
2012-03-23,0,5.869,16.31,11.355805555555555
2012-03-24,0,2.952,13.31,8.736993055555555
2012-03-25,0,4.173,12.41,8.5670625
2012-03-26,0,2.553,11.78,7.041965277777778
2012-03-27,0,0.455,10.93,5.438298611111112
2012-03-28,0,2.009,11.5,6.485604166666667
2012-03-29,0,1.333,11.14,5.146840277777778
2012-03-30,0,1.903,11.64,6.466395833333333
2012-03-31,0,3.766,12.62,7.326333333333333
2012-04-01,0,2.714,11.1,5.974895833333333
2012-04-02,0,1.602,10.53,5.2352083333333335
2012-04-03,0,1.399,8.97,4.308548611111111
2012-04-04,0,1.194,10.39,4.543215277777778
2012-04-05,0,-0.157,8.02,2.4446666666666665
2012-04-06,0,-1.994,5.04,0.6986805555555555
2012-04-07,0,-0.366,7.067,3.6028541666666665
2012-04-08,0,0.386,13.83,7.816777777777777
2012-04-09,0,9.04,18.92,13.482430555555556
2012-04-10,0,4.682,12.53,9.239180555555555
2012-04-11,0,4.139,12.82,8.969451388888888
2012-04-12,0,2.646,10.49,6.009236111111111
2012-04-13,0,0.984,5.854,3.1604513888888888
2012-04-14,0,-0.3,2.477,1.2057638888888889
2012-04-15,0,-1.114,4.267,0.8725902777777778
2012-04-16,0,-2.152,6.931,2.2239375
2012-04-17,0,-1.473,12.75,6.16425
2012-04-18,0,3.862,12.83,8.12629861111111
2012-04-19,0,1.764,6.159,3.9688819444444445
2012-04-20,0,3.732,12.11,8.276840277777778
2012-04-21,0,3.257,15.05,8.29375
2012-04-22,0,4.105,14.41,9.313458333333333
2012-04-23,0,3.834,17.9,11.153479166666667
2012-04-24,0,6.714,15.93,12.45667361111111
2012-04-25,0,6.344,17.19,12.3119375
2012-04-26,0,8.1,19.39,13.705208333333333
2012-04-27,0,7.889,18.07,12.79363888888889
2012-04-28,0,-0.096,9.72,4.542013888888889
2012-04-29,0,-0.367,0.849,0.13899999999999998
2012-04-30,0,-0.059,7.414,1.9656458333333333
2012-05-01,0,-1.174,8.8,3.6804930555555555
2012-05-02,0,1.262,11.14,5.868722222222222
2012-05-03,0,3.02,11.37,7.246277777777777
2012-05-04,0,4.648,10.32,6.999722222222222
2012-05-05,0,4.777,7.893,6.312972222222222
2012-05-06,0,4.815,12.54,7.996743055555555
2012-05-07,0,4.343,14.98,10.168611111111112
2012-05-08,0,8.43,18.68,14.028819444444444
2012-05-09,0,11.2,22.09,16.557083333333335
2012-05-10,0,13.34,21.45,16.924237288135593
2012-05-11,0,12.94,21.97,17.363888888888887
2012-05-12,0,11.92,22.34,17.65861111111111
2012-05-13,0,14.29,25.01,19.77201388888889
2012-05-14,0,15.58,24.45,20.226319444444446
2012-05-15,0,18.6,25.23,21.67326388888889
2012-05-16,0,14.46,23.81,18.917569444444446
2012-05-17,0,12.33,25.43,19.35902777777778
2012-05-18,0,10.74,22.01,17.206666666666667
2012-05-19,0,6.005,14.59,10.546756944444445
2012-05-20,0,-0.057,7.076,3.193673611111111
2012-05-21,0,0.62,13.61,7.115111111111111
2012-05-22,0,3.942,16.89,11.010902777777778
2012-05-23,0,8.11,19.77,14.368541666666667
2012-05-24,2.079,10.41,20.11,14.829747899159663
2012-05-25,0,10.75,21.64,16.638541666666665
2012-05-26,0,11.32,22.28,16.926666666666666
2012-05-27,0,11.25,22.45,16.164166666666667
2012-05-28,0,10.1,20.55,15.757152777777778
2012-05-29,0,9.53,20.45,15.071944444444444
2012-05-30,0,12.29,21.13,17.0475
2012-05-31,0,14.09,23.71,19.01076388888889
2012-06-01,0,13.51,23.53,18.798055555555557
2012-06-02,0,14.32,23.64,18.53736111111111
2012-06-03,0,12.74,21.67,17.448611111111113
2012-06-04,0,10.27,22.55,16.411319444444445
2012-06-05,0,10.98,23.47,17.782430555555557
2012-06-06,0,12.13,25.09,20.047708333333333
2012-06-07,0,17,26.18,21.55548611111111
2012-06-08,0,11.9,23.37,17.964583333333334
2012-06-09,0,9.25,19.09,14.526388888888889
2012-06-10,0,10.68,24.69,18.041875
2012-06-11,0.099,14.9,23.88,20.245763888888888
2012-06-12,0,9.42,19.95,14.656458333333333
2012-06-13,0.297,7.905,19.09,13.207895833333334
2012-06-14,0,7.735,19.87,14.1930625
2012-06-15,0,10.85,23.43,16.973541666666666
2012-06-16,0,13.18,24.21,18.600277777777777
2012-06-17,0,13.48,23.67,18.496875
2012-06-18,0.396,12.8,24.25,19.015694444444446
2012-06-19,2.475,12.9,20.52,16.545694444444443
2012-06-20,0,11.66,23.16,18.028402777777778
2012-06-21,0,14.36,25.6,19.799583333333334
2012-06-22,0,14.02,26.11,20.079375
2012-06-23,0,15.31,28.61,21.55465277777778
2012-06-24,0,16.6,30.71,24.657569444444444
2012-06-25,0,17.82,28.62,23.433958333333333
2012-06-26,0,18.7,29.77,23.403541666666666
2012-06-27,0.099,18.66,28.79,22.278472222222224
2012-06-28,0,18.9,29.13,23.580833333333334
2012-06-29,0,17.34,28.01,22.788958333333333
2012-06-30,0,10.44,25.54,19.82951388888889
2012-07-01,0,10.03,20.18,15.68736111111111
2012-07-02,0,9.56,22.32,15.970625
2012-07-03,0,11.87,24.38,18.131319444444443
2012-07-04,0,14.78,24.96,20.945763888888887
2012-07-05,0,14.68,26.25,20.21736111111111
2012-07-06,0,12.04,24.82,19.210208333333334
2012-07-07,0,16.43,28.21,22.88597222222222
2012-07-08,0,16.83,27.47,22.37152777777778
2012-07-09,0,14.7,27.47,21.869027777777777
2012-07-10,0,16.46,27.37,21.64875
2012-07-11,0,18.12,27.33,22.548472222222223
2012-07-12,0,15.48,26.66,23.149444444444445
2012-07-13,0,21.87,30.76,26.486666666666668
2012-07-14,0,18.8,28.62,24.593958333333333
2012-07-15,0,13.56,25.64,19.293680555555557
2012-07-16,0,14.94,23.16,18.838541666666668
2012-07-17,0,14.71,24.04,19.525277777777777
2012-07-18,0,14.58,25.6,19.601111111111113
2012-07-19,0,14.94,27.54,20.986180555555556
2012-07-20,0,15.45,28.55,22.764097222222222
2012-07-21,0,17.1,27.27,22.768125
2012-07-22,0,16.09,26.18,20.847708333333333
2012-07-23,0,13.56,23.57,18.38625
2012-07-24,0.099,12.17,22.93,17.419375
2012-07-25,0.099,14.59,25.23,20.204652777777778
2012-07-26,0,12.92,25.43,18.705833333333334
2012-07-27,0,13.49,24.93,19.310833333333335
2012-07-28,0,11.93,25.74,18.59715277777778
2012-07-29,0,12.51,27.6,19.783472222222223
2012-07-30,0,15.79,30.32,23.813333333333333
2012-07-31,0,21.24,32.15,26.920902777777776
2012-08-01,0,23.84,33.2,27.748472222222222
2012-08-02,0,21.41,31.47,26.79513888888889
2012-08-03,0,21.61,31.37,26.030069444444443
2012-08-04,0,17.38,29.88,24.82923611111111
2012-08-05,0,14.21,24.55,19.848194444444445
2012-08-06,0,13.02,24.55,17.693402777777777
2012-08-07,0,15.02,26.38,20.689930555555556
2012-08-08,0,19.99,30.11,24.615833333333335
2012-08-09,0,21.21,32.66,26.127916666666668
2012-08-10,0,21.34,34.36,27.267430555555556
2012-08-11,0.297,23.11,32.66,26.665902777777777
2012-08-12,0,21.31,29.03,24.95201388888889
2012-08-13,0,18.33,26.21,21.852708333333332
2012-08-14,0,15.22,28.32,21.407777777777778
2012-08-15,0,17.68,27.33,21.973263888888887
2012-08-16,0,17.95,31.71,24.282430555555557
2012-08-17,0,20.02,31.67,26.108125
2012-08-18,0,19.48,29.13,23.97888888888889
2012-08-19,0,18.26,28.62,23.19708333333333
2012-08-20,0,18.8,30.18,23.30090277777778
2012-08-21,0,18.29,30.66,24.058333333333334
2012-08-22,0,18.81,30.05,24.050208333333334
2012-08-23,0,16,28.05,21.867083333333333
2012-08-24,0,15.19,26.35,21.138958333333335
2012-08-25,0,15.12,26.28,20.434305555555554
2012-08-26,0,13.56,26.15,19.312013888888888
2012-08-27,0,14.99,27.23,21.44125
2012-08-28,0,15.53,28.11,22.111319444444444
2012-08-29,7.524,15.02,27.47,21.542638888888888
2012-08-30,0,13.9,27.4,21.280763888888888
2012-08-31,0,10.58,18.6,14.34923611111111
2012-09-01,0,9.97,19.27,14.150902777777778
2012-09-02,0.5940000000000001,8.89,14.9,11.82125
2012-09-03,0,7.761,18.76,12.609777777777778
2012-09-04,0,8.85,20.65,14.270833333333334
2012-09-05,0,10.51,21.87,15.918680555555556
2012-09-06,0,13.79,23.37,17.838958333333334
2012-09-07,0,12.58,22.86,17.35013888888889
2012-09-08,0,12.04,23.88,17.249861111111112
2012-09-09,0,10.78,21.87,15.793888888888889
2012-09-10,0,9.06,22.76,15.970416666666667
2012-09-11,0,10.03,23.5,16.98111111111111
